name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
79;0.0;True;0.01;True;ERR;ERR;0.09;True;0.045982951;0.35;True;0.157156643;0.06;True;0.02;False;0.05;True;ERR;ERR;ERR
80;ERR;ERR;0.0;False;0.0;False;0.04;False;1.7575999999998315e-05;0.04;False;1.9629999999999648e-05;0.05;False;0.04;False;0.05;False;ERR;ERR;ERR
81;0.02;True;0.0;True;ERR;ERR;0.11;True;0.053116287;0.83;True;0.2131199330000001;0.07;True;0.05;False;0.04;True;ERR;ERR;ERR
82;0.0;True;0.01;False;0.01;False;0.24;False;0.00019849800000001916;0.93;False;0.00023843800000000748;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
83;0.01;True;0.0;True;ERR;ERR;0.1;True;0.04843433;0.29;True;0.05590753700000001;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
84;0.01;True;0.01;True;ERR;ERR;0.12;True;0.037094048000000004;1.03;True;0.26302775300000003;0.07;True;0.05;False;0.03;True;ERR;ERR;ERR
85;0.01;True;0.01;True;ERR;ERR;0.06;True;0.030921052000000004;0.08;True;0.054831582999999996;0.05;True;0.05;False;0.03;True;ERR;ERR;ERR
86;0.01;True;0.0;False;0.01;False;0.26;False;0.0002569860000000146;1.03;False;0.000323656000000061;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
87;0.02;True;0.0;False;0.01;False;0.27;False;0.00022883399999998333;1.07;False;0.0002748820000000318;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
88;0.01;True;0.01;False;0.01;False;0.15;False;0.116606556;0.2;False;0.153380134;0.06;False;0.08;False;0.04;False;ERR;ERR;ERR
89;0.01;True;0.01;True;ERR;ERR;0.14;True;0.05284127499999999;1.38;True;0.2148248519999999;0.07;True;0.04;False;0.04;True;ERR;ERR;ERR
90;0.01;True;0.01;True;ERR;ERR;0.1;True;0.052421964999999994;0.41;True;0.200167772;0.06;True;0.03;False;0.05;True;ERR;ERR;ERR
91;0.01;True;0.0;False;0.01;False;0.04;False;5.459199999999914e-05;0.1;False;8.61890000000004e-05;0.06;False;0.05;False;0.04;False;ERR;ERR;ERR
92;0.02;True;0.01;True;ERR;ERR;0.16;True;0.05588402299999999;1.46;True;0.24340678400000004;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
